city,country,latitude,longitude
Henan’an,China,23.073914,114.41958
Korniyivka,Ukraine,50.41661,31.46261
Sangzhou,China,31.298974,120.585289
Hato Mayor del Rey,Dominican Republic,18.759886,-69.2607406
Dededo Village,Guam,13.514118,144.835735
Winseler,Luxembourg,49.9672504,5.8900588
Maskinongé,Canada,46.2286,-73.01917
Gonghe,China,36.284107,100.620031
Koźle,Poland,52.5725229,16.39454
Lille,France,44.1675867,2.0308233
Ylihärmä,Finland,63.1454739,22.7948195
Najin,North Korea,42.24472,130.308899
Kanye,Botswana,-24.988061,25.3430203
Planaltina,Brazil,-15.4524821,-47.6093177
Amiens,France,49.8905368,2.3081396
Vlkoš,Czech Republic,49.395784,17.4190192
Orléans,France,47.3591366,2.8002946
Tsivil’sk,Russia,55.8641765,47.4678386
Serra Talhada,Brazil,-7.9821907,-38.2893787
Méru,France,49.2176624,2.121866
Umeå,Sweden,63.7776136,20.3023185
Drammen,Norway,59.7001688,10.2999444
Dayu,China,25.401313,114.362112
El Gouna,Egypt,27.402484,33.6511438
Ust-Kamenogorsk,Kazakhstan,49.9749295,82.6017244
Caen,France,49.1931313,-0.3907558
Ranambeling,Indonesia,-8.6595,120.7129
Krajan Karanganyar,Indonesia,-6.8243672,110.7880536
Reims,France,49.336,4.0935629
Stamáta,Greece,38.1261246,23.8707783
Ngreco,Indonesia,-8.1392189,112.4455374
Wenling,China,28.372506,121.385604
Jinfeng,China,38.47436,106.239679
Diofior,Senegal,14.1864516,-16.6586052
Janów,Poland,50.7224545,19.4350533
Pingle,China,24.633362,110.643305
Jinshan,China,30.741991,121.341969
Säffle,Sweden,59.132661,12.930107
Zaytā Jammā‘īn,Palestinian Territory,32.13698,35.18595
Hacıqabul,Azerbaijan,40.039377,48.9202533
Lazurne,Ukraine,46.0771644,32.5299379
Pakis,Indonesia,-7.9675395,112.7032945
Shaoha,China,29.013167,109.77792
Lincoln,United States,40.804574,-96.6157192
Gorshechnoye,Russia,51.4787508,38.0781648
Ростуша,Macedonia,41.6068468,20.6036698
Ziroudani,Comoros,-12.3325,43.7775
Sesheke,Zambia,-17.4738864,24.2955141
Dolní Studénky,Czech Republic,49.9333641,16.9699769
Tiepu,China,23.624973,116.768541
Bicas,Portugal,39.38316,-8.2407873
Arsenal,Mauritius,-20.103416,57.5391225
Pentéli,Greece,38.0476296,23.8696276
Stockholm,Sweden,59.312956,18.068285
Lingda,China,31.203196,119.301861
Cimaragas,Indonesia,-7.3742259,108.4454089
Yu’erhong,China,39.646905,97.130625
Baing,Indonesia,-10.22485,120.548897
Cujillo,Peru,-6.107046,-78.5970229
San Pablo,Venezuela,10.2493103,-68.8496351
Jurva,Finland,62.8511538,21.7352793
Kaniv,Ukraine,49.751033,31.4697
Offa,Nigeria,8.1393408,4.7174062
Argasari,Indonesia,-7.3254723,108.207356
Old City,Palestinian Territory,31.7776563,35.2324593
Milín,Czech Republic,49.6933676,14.0095887
Dahu,China,23.736457,107.998149
Alfeizerão,Portugal,39.5016783,-9.1028729
Zhonghuopu,China,29.751072,113.994756
Oyama,Japan,37.9616862,140.8267396
Lyalichi,Russia,44.0766295,132.3885311
Alajuelita,Costa Rica,9.90299,-84.102054
Nagasari,Indonesia,-6.2851545,107.3168864
Neftobod,Tajikistan,40.215006,70.5696268
Si Narong,Thailand,15.228683,104.8577489
Eindhoven,Netherlands,51.490189,5.4711208
Caleta Olivia,Argentina,-32.9701344,-68.8462541
San Andrés,Guatemala,16.9633521,-89.9262925
Cajuru,Brazil,-21.2755425,-47.3013532
Xinji,China,37.943121,115.217658
Slovenska Bistrica,Slovenia,46.3919813,15.5727869
Sobang,Indonesia,-6.6111074,105.7703287
Karangtengah,Indonesia,-6.8008183,107.1781769
Tigbaw,Philippines,11.1179302,123.0099723
Kiamba,Philippines,5.9877589,124.6243344
Limushan,China,19.266226,109.792761
Gwadabawa,Nigeria,13.3539251,5.2344983
San Pedro Zacapa,Honduras,14.7575652,-88.1132737
Siverskiy,Russia,59.4411274,30.1610699
Ringinagung,Indonesia,-7.6645385,111.3158022
Zhongxin,China,48.1973404,16.3587247
Mellila,Morocco,35.2922775,-2.9380973
Dushanbe,Tajikistan,38.5597722,68.7870384
Pilang,Indonesia,-2.4431287,114.2152731
Banturkrajan,Indonesia,-8.3068,112.5763
Périgueux,France,45.156512,1.0154129
Obo,Central African Republic,5.3956496,26.4916731
Sujiatun,China,41.664757,123.344062
Waitangi,New Zealand,-36.9120178,174.8007417
Anggana,Indonesia,-0.6349893,117.4086488
Jianjiang,China,24.781681,118.552365
Zhili,China,39.914373,116.454205
Kaducondong,Indonesia,-6.3472,105.855
Annan,China,54.9872681,-3.2575562
Nîmes,France,43.8324929,4.3662321
Kesugihan,Indonesia,-7.6108474,109.113684
Runjin,China,47.949239,126.276226
Wāling,Nepal,27.9771813,83.7677148
Rešetari,Croatia,45.2625083,17.427272
Bebae,Indonesia,-10.5398609,121.9387783
Shakhty,Russia,47.7314993,40.2098294
Baoquanshan,China,41.516494,127.464602
Outeiro Seco,Portugal,41.7737809,-7.4495583
Čair,Macedonia,41.9986907,21.4874715
Houston,United States,29.6237766,-95.4830243
Šluknov,Czech Republic,51.0031913,14.4423662
Kawit,Philippines,14.5694528,121.0168115
Terpsithéa,Greece,37.2284208,21.6360085
Menghe,China,32.006965,119.847051
San Salvador,El Salvador,13.6929403,-89.2181911
Tangzhai,China,30.274084,120.15507
São Mateus do Sul,Brazil,-25.8681839,-50.3842316
Fatufaun,Indonesia,-9.5517,124.3173
Huya,China,32.9454027,-117.2399868
Konstantinovsk,Russia,46.8700877,43.0650548
Nhà Bàng,Vietnam,10.6231047,105.0060673
Eido,Portugal,41.2499754,-7.9522855
Waiwukak,Indonesia,-8.4071,123.0649
Noormarkku,Finland,61.5003351,21.8474164
Tashi,China,20.003532,110.513149
Sehwān,Pakistan,26.4755204,67.7240089
Varybóbi,Greece,38.12723,23.78729
Sonzacate,El Salvador,13.7374387,-89.7121674
Yutou,China,27.8096522,120.445031
Yunguyo,Peru,-16.2494365,-69.0880819
Jingjiao,China,39.9510514,116.3380904
Ngedhusuba,Indonesia,-8.9542,121.032
Banepa,Nepal,27.6332252,85.5277488
Pasiripis,Indonesia,-6.6421188,108.1873407
Ar Ruţbah,Iraq,33.0363903,40.2833315
San Pedro de Lloc,Peru,-7.4242735,-79.5069436
Lao Suea Kok,Thailand,15.4097396,104.9201205
Ampeleíes,Greece,40.8338937,22.3879813
Stetseva,Ukraine,48.5264861,25.5701022
Strohonivka,Ukraine,44.9425871,34.1865097
Inicbulan,Philippines,13.8206796,120.9814426
Tuqiao,China,39.871981,116.686439
Księżpol,Poland,50.4127137,22.7432687
Lākshām,Bangladesh,23.2116858,91.1161166
Bagaces,Costa Rica,10.528943,-85.25482
Arco de Baúlhe,Portugal,41.4850622,-7.9607378
Lutomiersk,Poland,51.7788594,19.181814
Benešov nad Černou,Czech Republic,48.7233569,14.6338236
Paracuru,Brazil,-3.4142906,-39.0303806
Phanom Sarakham,Thailand,13.7876294,101.3885001
Karasuyama,Japan,36.0486399,140.2051504
Pereyaslovskaya,Russia,45.8404226,39.023038
Disina,Nigeria,11.4818951,9.9171742
Sumberejo,Indonesia,-7.2030729,112.0237903
Bancal,Philippines,15.3098003,119.9994908
Saguing,Philippines,6.893618,125.164477
Bry-sur-Marne,France,48.835233,2.5198901
Zargarān,Afghanistan,32.700367,67.303116
Prengtale,Indonesia,-7.0972,113.6404
Boissy-Saint-Léger,France,48.7528373,2.5304644
Cukalat,Albania,40.7295095,19.7859556
Qijiazuo,China,35.215892,113.241823
Lingdong,China,46.592721,131.164723
Aqsay,Kazakhstan,51.1749425,53.0211497
Punta Alta,Argentina,-38.8808579,-62.080615
Baratã,Portugal,38.80549,-9.3277081
Shimen,China,29.584292,111.380014
Waeng Yai,Thailand,15.911973,102.4609873
Mzuzu,Malawi,-11.4389649,34.0084395
Ḩadīdah,Syria,34.6743219,36.3971959
Thị Trấn Than Uyên,Vietnam,21.958688,103.8854007
København,Denmark,55.6732828,12.5668206
Örnsköldsvik,Sweden,63.2945202,18.6699799
Bohorodchany,Ukraine,48.8078325,24.54095
Anjani Barat,Indonesia,-8.3535966,116.0594701
Ar Rumaythah,Iraq,31.5255021,45.2009362
Chicago,United States,41.9203468,-87.6433139
Reuleuet,Indonesia,5.21667,96.28333
Jasienica Rosielna,Poland,49.7442318,21.9201324
Tamiso,Philippines,9.6314,123.0873
Vyazniki,Russia,56.1865953,42.1663109
Warung Wetan,Indonesia,-6.98493,112.47478
Rutul,Russia,41.5335463,47.4238117
Bogale,Myanmar,16.2864333,95.4018087
Luziânia,Brazil,-16.2513167,-47.952747
Bošovice,Czech Republic,49.0535092,16.8367681
San Pedro,Philippines,14.3679657,121.0504535
Neuville,Canada,46.69823,-71.58275
Itaúna,Brazil,-20.0879862,-44.5789542
Säffle,Sweden,59.1239637,12.9380053
Turangi,New Zealand,-38.9898711,175.8087485
Šid,Serbia,45.1257987,19.2282876
Chang’an,China,34.158997,108.906994
Lingbei,China,30.5383451,117.0666454
Salam,Indonesia,-7.6247732,110.2951364
Baolong,China,31.2971634,121.4870071
Solkan,Slovenia,45.9678392,13.6455618
Otllak,Albania,40.74389,19.93528
Vista Hermosa,Panama,8.9990207,-79.5217021
Gapluk,Indonesia,-7.2033646,111.6630914
Patique,Philippines,10.237,122.8993
Blagaj,Bosnia and Herzegovina,43.2587403,17.8880075
Khalkhāl,Iran,37.6205429,48.5330218
Loreto,Argentina,-32.9761161,-60.6550859
Cukangpanjang,Indonesia,-6.334,105.9098
Tabon,Philippines,14.4819896,120.9807211
Yijing,China,22.555855,114.140113
Štitar,Croatia,45.1181541,18.6405775
Kraljevo,Serbia,43.7238483,20.6872542
Betania,Colombia,5.746649,-75.977569
Radā‘,Yemen,14.41225,44.836578
Trần Văn Thời,Vietnam,9.1009716,104.8921668
Kotel’va,Ukraine,50.0688235,34.7645338
Yuyapichis,Peru,-9.6277897,-74.9749415
A dos Negros,Portugal,39.353118,-9.1143068
Lagodekhi,Georgia,41.8186298,46.2781308
Jiaze,China,31.685311,119.787645
Valence,France,46.6669865,3.590421
Pulau Pinang,Malaysia,5.419092,100.343645
Open Stage,Maldives,5.1053,73.07115
Launceston,Australia,-41.4332215,147.1440875
Jialu,China,47.1666507,8.2894205
Basiao,Philippines,10.0698222,124.5514906
Dingcheng,China,39.928353,116.416357
Huazhuang,China,31.889745,120.036434
Toledo,United States,41.7,-83.65
Chengguan,China,29.654838,91.140552
Qaxbaş,Azerbaijan,41.43254,46.9646
Brades,Montserrat,16.7909044,-62.2106241
Tunoshna,Russia,57.5440489,40.1259765
Guishan,China,22.141482,113.83012
Naikoten Dua,Indonesia,-10.1749134,123.5972913
Piduhe,China,29.23682,109.31644
les Escaldes,Andorra,42.5100804,1.5387862
Abadou,Morocco,31.4599979,-7.2858562
Colima,Costa Rica,9.9356473,-84.0792946
Przodkowo,Poland,54.3817334,18.2912258
Zhanjiang,China,21.270702,110.359368
Lengkongjaya,Indonesia,-7.3522365,108.0450467
Ringinagung,Indonesia,-7.6645385,111.3158022
Mas‘adah,Syria,33.23203,35.75572
Lučko,Croatia,45.7608012,15.8843252
Tongjing,China,31.2823103,121.5045889
Druya,Belarus,55.7859618,27.4327467
Zaprudnya,Russia,56.5637319,37.4286044
Kota Kinabalu,Malaysia,5.9840985,116.0761121
Bayrachky,Ukraine,48.392,38.60174
Omoa,Honduras,15.7790394,-88.0265257
Corredoura,Portugal,38.4576605,-9.1065809
Albina,Suriname,5.5050681,-54.0793451
Oklahoma City,United States,35.3922378,-97.4273195
Shchelkovo,Russia,55.9240189,38.0011402
Kiupo,Philippines,7.2149367,124.2404727
Segoro,Indonesia,-7.3676762,112.605342
Towa,China,28.003553,96.657898
Sidomulyo,Indonesia,-5.5844754,105.4771084
Al Judayrah,Palestinian Territory,31.85587,35.19706
Hangwula,China,48.942644,116.72495
Sibulan,Philippines,9.338682,123.291063
Waco,United States,31.549333,-97.1466695
Vredendal,South Africa,-26.3448416,28.3622933
Al Hijrah,Yemen,17.29788,43.38718
Tugu,Indonesia,-6.3621916,106.8502879
Knoxville,United States,36.0268006,-83.7942551
Paris La Défense,France,48.890054,2.2372792
Casal da Serra,Portugal,39.1605965,-9.3472738
Arboga,Sweden,59.3917649,15.8447572
Tuochuan,China,28.15041,115.667833
Mlandizi,Tanzania,-6.7185157,38.7420548
Colonia Nicolich,Uruguay,-34.8176238,-56.0182019
Hengyang,China,26.893368,112.572018
Los Santos,Panama,7.5909302,-80.365865
Bosanski Novi,Bosnia and Herzegovina,45.0486976,16.3746171
Yinping,China,22.353499,112.39266
Kalanguy,Russia,51.0192046,116.5108072
Dūkštas,Lithuania,55.5192748,26.3223328
Chixi,China,30.169665,121.266579
Ushuaia,Argentina,-54.8079502,-68.3214955
Carriedo,Philippines,14.6004472,121.030802
Honghai,China,31.2303904,121.4737021
Vidnoye,Russia,55.5807611,37.7673912
Sambirejo,Indonesia,-7.7812913,110.5066489
Göteborg,Sweden,57.7051896,11.9006932
Osilnica,Slovenia,45.5291637,14.6984205
Penglai,China,37.810661,120.758848
Laowobao,China,42.583016,122.445594
General Luna,Philippines,14.5638721,121.0327599
Chulakivka,Ukraine,46.3601437,32.3522621
Santa Cruz,Brazil,-8.3165281,-40.2680075
Mensalong,Indonesia,3.756455,116.750397
Choushui,China,28.590337,105.697472
Murree,Pakistan,33.9042954,73.3907315
Aix-en-Provence,France,43.5190858,5.4431946
Kharabali,Russia,47.4060859,47.254337
Wissembourg,France,49.031645,7.950014
Seupakat,Indonesia,3.64333,97.46279
Itabaiana,Brazil,-10.6872332,-37.4329352
Krasnaya Poyma,Russia,55.0099537,39.0764494
Elassóna,Greece,39.8949802,22.1890872
Pasirangin Tiga,Indonesia,-6.6355378,106.8490872
Axioúpoli,Greece,40.9862518,22.5406929
Tiébo,Senegal,14.63333,-16.23333
Vazhiny,Russia,60.9596322,34.0219218
Shuicha,China,26.520513,115.067761
Itapipoca,Brazil,-3.2244045,-39.7755571
Petrivka,Ukraine,50.4853152,30.4983392
Boissy-Saint-Léger,France,48.7528373,2.5304644
Nar'yan-Mar,Russia,67.6710067,53.1078339
Cimanggu Girang,Indonesia,-7.0368878,108.3489807
Franco da Rocha,Brazil,-23.3233727,-46.7294577
Changning,China,31.220367,121.424624
Łaszczów,Poland,50.5332417,23.7255557
Monteiro,Brazil,-7.8887727,-37.1171012
Shendang,China,35.8939566,117.9249002
Kumba,Cameroon,4.6333268,9.4450439
Al Wardānīn,Tunisia,35.70915,10.67397
Bibinje,Croatia,44.0731738,15.2838313
Mhango,Tanzania,-2.7529366,33.9164563
Lewolen,Indonesia,-8.3474,123.2104
Türkmenbaşy,Turkmenistan,40.0336591,52.9759299
Mirpur Khas,Pakistan,25.5311276,69.0397556
Yeysk,Russia,46.711547,38.2755861
Bandar-e Māhshahr,Iran,30.5619807,49.1727178
Trompsburg,South Africa,-30.0263293,25.7797078
Conceição das Alagoas,Brazil,-19.9241693,-48.3811173
Gaopeng,China,29.3728871,113.1149933
Jönköping,Sweden,57.778556,14.1619341
Kalmar,Sweden,55.3964727,13.5973884
Karangagung Timur,Indonesia,-6.9002217,112.1653766
Nanpiao,China,41.107107,120.749727
Borovan,Bulgaria,42.6687933,23.2517507
Bollnäs,Sweden,61.3483795,16.3942685
Saint-Louis du Sud,Haiti,18.2618642,-73.54837
Zhangyang,China,21.270702,110.359368
Fukui-shi,Japan,36.1473783,136.1682227
Filiatrá,Greece,37.1573835,21.5855686
Huainan,China,32.625478,116.999932
Yushang,China,37.9611361,-122.5021248
Socota,Peru,-6.314167,-78.693932
Ashiya,Japan,33.8831154,130.6524512
Balneário Camboriú,Brazil,-26.9845585,-48.6357235
Bocana de Paiwas,Nicaragua,12.7878653,-85.1233
Quchi,China,29.183761,96.85942
Araguaiana,Brazil,-15.1497334,-51.852273
Stockholm,Sweden,59.3343961,18.0257303
Palompon,Philippines,11.0480972,124.3824669
Pô,Burkina Faso,11.1652432,-1.1400998
Sanshandao,China,31.219568,118.268101
Şūrān,Syria,35.2866986,36.7415432
Yanjiang,China,30.108216,104.677091
Hushan,China,34.477861,110.084789
Shreveport,United States,32.59,-93.85
Iracemápolis,Brazil,-22.5899119,-47.5177229
Changyi,China,36.858819,119.398525
Gaosheng,China,23.41698,113.078569
San Francisco,Philippines,8.508983,125.969667
Yushugou,China,43.897258,89.939332
Paico,Peru,-13.7134562,-76.1841701
Szczecin,Poland,53.5279846,14.5886573
Tuanfeng,China,30.643569,114.872191
Shixi,China,28.438851,120.564983
Hässleholm,Sweden,56.155293,13.7676059
Damnoen Saduak,Thailand,13.5167584,99.9541293
Saint-Eustache,Canada,45.559393,-73.907613
San Julian,Bolivia,-16.9058836,-62.6089753
Markušica,Croatia,45.3612879,18.693916
Dubovka,Russia,50.8563,46.0287999
Solingen,Germany,51.1461168,7.1220857
Fosca,Colombia,4.338952,-73.938919
Yingdianjie,China,29.808374,120.118331
Sueyoshichō-ninokata,Japan,31.6546654,131.0216903
Dolega District,Panama,8.6962086,-82.4969331
Dadaha,Indonesia,-7.3364127,108.2245447
Bokoro,Chad,12.3783745,17.0568962
Castellon De La Plana/Castello De La Pla,Spain,39.9863563,-0.0513246
Libertad,Mexico,19.4779768,-99.1771001
Jiahe,China,25.587519,112.36902
Shenjing,China,41.773672,123.426773
Qaryūt,Palestinian Territory,32.070084,35.29528
Pueblo Nuevo,Mexico,36.438167,-105.547392
Buyun,China,30.839274,104.406708
Tanjungagung,Indonesia,-3.9131671,103.7752634
Kalasin,Thailand,16.438508,103.5060994
Serra,Brazil,-20.1215224,-40.3077898
San Esteban,Philippines,14.5570389,121.017148
København,Denmark,44.351935,-87.8445954
Caucasia,Colombia,7.7526495,-74.9442585
Oliveira,Brazil,-20.6984299,-44.8256777
